Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"87482","2021-01-04 11:25:56","3","241","<data-science-model><gradient-descent><linear-models>","1",""
"87483","2021-01-04 11:52:52","2","78","<word2vec><nlp><vector-space-models>","0",""
"87486","2021-01-04 13:57:04","1","27","<deep-learning><cnn><autoencoder>","0",""
"87492","2021-01-04 15:45:22","1","120","<machine-learning><neural-network><deep-learning><cnn><siamese-networks>","1",""
"87500","2021-01-04 21:09:22","1","157","<python><clustering><k-means>","1",""
"87502","2021-01-04 21:49:47","0","24","<k-means><distance><clustering>","0",""
"87505","2021-01-04 22:47:48","0","190","<predictive-modeling><linear-regression><collinearity>","3",""
"87507","2021-01-04 23:17:53","2","79","<explainable-ai><predictor-importance>","1",""
"87510","2021-01-05 00:22:34","2","624","<machine-learning><neural-network><deep-learning><multiclass-classification><text-classification>","2",""
"87511","2021-01-05 00:52:24","0","1243","<python><pandas><dataframe><text><excel>","0",""
"87513","2021-01-05 02:48:12","1","40","<deep-learning><dataset><data><algorithms>","4",""
"87517","2021-01-05 06:34:55","1","74","<neural-network><backpropagation><implementation>","0",""
"87518","2021-01-05 06:35:18","1","17","<neural-network><transformer>","0",""
"87526","2021-01-05 09:23:12","0","200","<machine-learning><random-forest><xgboost><features><stacking>","1",""
"87528","2021-01-05 09:34:23","1","135","<nlp><fasttext>","1",""
"87534","2021-01-05 11:16:56","1","49","<machine-learning><model-selection><variance><bias>","1",""
"87537","2021-01-05 12:41:31","0","63","<classification><confusion-matrix>","1",""
"87539","2021-01-05 14:54:48","3","150","<machine-learning><feature-engineering>","1",""
"87540","2021-01-05 14:58:21","2","43","<nlp><nltk><stanford-nlp>","1",""
"87541","2021-01-05 15:13:41","0","51","<machine-learning><computer-vision>","2",""
"87542","2021-01-05 15:18:47","0","662","<machine-learning><multiclass-classification><one-hot-encoding>","1",""
"87545","2021-01-05 16:00:58","3","797","<keras><prediction><api>","2",""
"87547","2021-01-05 16:11:06","0","24","<data-cleaning><preprocessing><normalization><encoding>","1",""
"87550","2021-01-05 17:47:19","2","36","<dataset><data>","2",""
"87554","2021-01-05 19:18:10","2","32","<r><dataset><visualization><ggplot2>","1",""
"87555","2021-01-05 20:08:10","-2","41","<machine-learning><features>","1",""
"87559","2021-01-05 20:56:28","0","112","<machine-learning><feature-selection><preprocessing>","1",""
"87562","2021-01-05 21:43:39","1","21","<machine-learning>","0","1"
"87564","2021-01-05 23:21:31","2","21","<machine-learning><statistics><structural-equation-modelling>","1",""
"87569","2021-01-06 04:35:59","1","35","<classification><decision-trees>","2",""
"87571","2021-01-06 07:05:20","5","1391","<lstm><bert><named-entity-recognition>","1",""
"87574","2021-01-06 08:25:30","2","22","<machine-learning><deep-learning><computer-vision><image-preprocessing><descriptive-statistics>","0","1"
"87579","2021-01-06 09:48:55","3","334","<nlp><bert><grammar-inference>","2",""
"87582","2021-01-06 10:28:19","3","59","<machine-learning><anomaly-detection><research><anomaly>","1",""
"87587","2021-01-06 13:21:59","0","74","<tensorflow><data><data-science-model>","1",""
"87593","2021-01-06 16:11:35","1","33","<machine-learning><dimensionality-reduction><manifold>","0",""
"87594","2021-01-06 16:13:54","0","87","<pandas><anomaly-detection><outlier><python-3.x><data-stream-mining>","1",""
"87595","2021-01-06 16:51:14","1","11","<python><classification><accuracy><probability><azure-ml>","0",""
"87596","2021-01-06 17:14:40","1","393","<machine-learning><classification><keras><tensorflow><image-classification>","1",""
"87597","2021-01-06 17:21:34","1","104","<python><nlp><data-cleaning>","1",""
"87600","2021-01-06 18:31:05","1","7367","<python><scikit-learn><pandas><random-forest><numpy>","1",""
"87601","2021-01-06 19:24:43","1","752","<keras><cnn><performance>","1",""
"87602","2021-01-06 19:41:39","0","58","<reinforcement-learning><q-learning>","1",""
"87605","2021-01-06 20:22:48","3","104","<machine-learning><scikit-learn><data-cleaning>","1",""
"87606","2021-01-06 20:42:18","0","303","<bert><transformer>","1",""
"87611","2021-01-06 21:51:58","0","19","<feature-selection><unsupervised-learning>","0",""
"87614","2021-01-06 23:49:34","0","259","<python><prediction><one-hot-encoding>","1",""
"87617","2021-01-07 01:47:31","1","601","<time-series><similarity><cosine-distance><dynamic-time-warping>","1",""
"87619","2021-01-07 04:55:10","0","130","<tensorflow><gru>","3",""
"87621","2021-01-07 07:50:07","0","13","<deep-learning><image-preprocessing><kaggle>","0",""
"87622","2021-01-07 09:10:24","0","81","<data-science-model><nlp>","0",""
"87626","2021-01-07 10:15:46","1","92","<machine-learning><python><classification><xgboost><features>","2",""
"87630","2021-01-07 12:44:49","1","61","<python><deep-learning><time-series><lstm><pytorch>","1","1"
"87632","2021-01-07 13:38:34","1","155","<clustering>","1",""
"87634","2021-01-07 15:21:18","0","47","<nlp><transfer-learning><transformer><huggingface>","0",""
"87635","2021-01-07 15:28:17","1","28","<statistics><logistic-regression><data-analysis><survival-analysis><statsmodels>","0",""
"87637","2021-01-07 15:43:05","1","1005","<bert><transformer><openai-gpt>","1","1"
"87638","2021-01-07 15:55:41","1","20","<machine-learning>","0",""
"87645","2021-01-07 17:29:40","0","638","<classification><keras><tensorflow>","0",""
"87648","2021-01-07 19:01:15","5","435","<machine-learning><feature-selection><dimensionality-reduction><variance>","2",""
"87652","2021-01-07 19:56:52","1","25","<dataset><clustering><predictive-modeling>","1",""
"87654","2021-01-07 20:25:56","1","131","<machine-learning><python><scikit-learn><machine-learning-model><confusion-matrix>","1",""
"87656","2021-01-07 21:29:49","7","167","<neural-network><deep-learning><logistic-regression><embeddings>","2","2"
"87657","2021-01-07 21:52:48","0","1208","<python><numpy>","1",""
"87659","2021-01-07 22:44:40","1","8","<image-classification>","0",""
"87661","2021-01-08 01:42:57","1","69","<machine-learning><deep-learning><clustering><data-mining><similarity>","1",""
"87662","2021-01-08 07:31:36","0","126","<nlp><pytorch><bert>","1",""
"87669","2021-01-08 10:08:28","1","71","<neural-network><cnn>","1",""
"87670","2021-01-08 10:12:52","2","263","<machine-learning><python><neural-network><data><pytorch>","0",""
"87674","2021-01-08 11:47:07","2","1691","<mlp><deep-learning>","1","1"
"87675","2021-01-08 12:07:12","0","66","<python>","2",""
"87683","2021-01-08 14:25:41","2","64","<cnn><feature-selection>","0",""
"87688","2021-01-08 16:32:10","0","191","<clustering><dbscan>","0",""
"87691","2021-01-08 18:44:11","1","154","<scikit-learn><hyperparameter-tuning><grid-search><gridsearchcv>","1",""
"87692","2021-01-08 19:07:47","2","32","<visualization>","1","1"
"87697","2021-01-08 21:23:42","2","71","<speech-to-text><dynamic-time-warping>","0",""
"87700","2021-01-08 22:42:30","0","33","<deep-learning>","0",""
"87701","2021-01-08 23:46:44","1","42","<keras><accuracy><multilabel-classification><metric>","0",""
"87702","2021-01-09 00:44:38","1","61","<machine-learning><statistics><data-science-model><data-analysis>","1",""
"87703","2021-01-09 01:09:39","1","55","<python><neural-network><pytorch><optimization>","1",""
"87706","2021-01-09 06:11:35","1","32","<python><r><regression><decision-trees>","0",""
"87707","2021-01-09 06:37:54","0","213","<deep-learning><keras><tensorflow>","2","1"
"87709","2021-01-09 11:23:00","0","62","<machine-learning><cross-validation>","2","0"
"87712","2021-01-09 13:46:01","1","45","<nlp><gensim><doc2vec><wikipedia>","0","1"
"87713","2021-01-09 14:27:41","1","70","<machine-learning><neural-network><deep-learning><matrix-factorisation><weight-initialization>","1",""
"87717","2021-01-09 17:23:18","1","61","<machine-learning><image-classification><numpy><dataframe><transformer>","0",""
"87718","2021-01-09 18:12:35","1","49","<decision-trees><feature-engineering><recommender-system><feature-construction>","1",""
"87719","2021-01-09 19:41:02","1","347","<machine-learning><python><pandas><dataframe><missing-data>","1",""
"87720","2021-01-09 19:59:46","2","37","<machine-learning><deep-learning><recommender-system><time-complexity>","1",""
"87724","2021-01-09 20:41:32","0","119","<deep-learning><keras><tensorflow>","0",""
"87726","2021-01-09 21:14:39","1","73","<k-means><yolo>","0",""
"87730","2021-01-09 22:27:58","0","26","<python><opencv><anaconda>","0",""
"87735","2021-01-10 00:01:35","1","21","<machine-learning><ensemble-modeling>","0",""
"87737","2021-01-10 01:20:07","2","45","<machine-learning><bagging><pasting>","1",""
"87739","2021-01-10 03:03:29","0","428","<deep-learning><keras><tensorflow><image-classification><data-science-model>","1",""
"87744","2021-01-10 08:53:46","1","24","<classification><generalization><multi-instance-learning>","0","0"
"87746","2021-01-10 09:33:34","1","45","<unsupervised-learning><pca>","0",""
"87748","2021-01-10 12:20:18","0","1510","<machine-learning><python><scikit-learn><pandas><machine-learning-model>","2","1"
"87750","2021-01-10 12:33:23","0","105","<machine-learning><python><classification><xgboost><data-science-model>","0",""
"87754","2021-01-10 14:25:55","1","35","<machine-learning><confusion-matrix>","0",""
"87756","2021-01-10 14:44:27","0","142","<r><dataset><dplyr>","1",""
"87760","2021-01-10 16:45:20","0","69","<deep-learning>","3",""
"87762","2021-01-10 17:32:44","0","1031","<classification><random-forest><k-nn>","1",""
"87773","2021-01-10 22:20:44","0","19","<deep-learning><optimization>","1","1"
"87779","2021-01-11 01:46:38","0","33","<cnn><convolution><kernel>","1",""
"87781","2021-01-11 04:35:04","0","270","<classification><svm><tfidf>","1",""
"87782","2021-01-11 04:58:59","1","208","<nlp><nltk><named-entity-recognition>","1",""
"87783","2021-01-11 04:59:25","1","23","<machine-learning><deep-learning><tensorflow>","1",""
"87785","2021-01-11 06:25:33","1","29","<time-series><forecasting>","1",""
"87788","2021-01-11 09:12:10","0","14","<statistics><recommender-system><normalization><feature-scaling><estimation>","0",""
"87791","2021-01-11 09:32:20","2","56","<nlp><object-detection><document-understanding>","2",""
"87792","2021-01-11 10:28:11","1","1364","<python><scikit-learn><k-means>","2",""
"87793","2021-01-11 10:29:08","5","892","<nlp><spacy><tokenization><information-extraction>","2",""
"87798","2021-01-11 11:29:28","0","84","<neural-network><lstm><overfitting>","0",""
"87801","2021-01-11 12:07:36","0","71","<pytorch><torch>","1",""
"87805","2021-01-11 14:19:45","4","99","<machine-learning><python><neural-network><optimization>","1",""
"87806","2021-01-11 14:21:31","0","1175","<python><scikit-learn><pandas><preprocessing>","2",""
"87808","2021-01-11 14:53:29","1","263","<deep-learning><tensorflow><data-science-model>","1","0"
"87809","2021-01-11 15:55:21","1","33","<nlp>","1",""
"87810","2021-01-11 16:22:00","1","47","<machine-learning><data-science-model><ensemble-modeling><ensemble><stacking>","0","1"
"87812","2021-01-11 18:26:43","2","36","<python><json>","1",""
"87815","2021-01-11 19:16:26","1","35","<clustering><data><k-means>","2",""
"87820","2021-01-11 22:05:09","3","39","<machine-learning>","1","1"
"87823","2021-01-11 22:21:51","0","84","<machine-learning><feature-selection>","1",""
"87825","2021-01-11 22:46:25","1","28","<python><text-mining><semantic-similarity>","1","0"
"87828","2021-01-12 03:02:16","1","33","<stemming>","1",""
"87829","2021-01-12 03:16:58","-1","124","<statistics><multiclass-classification><accuracy>","1",""
"87832","2021-01-12 05:11:18","1","31","<machine-learning><ensemble-modeling><bagging>","1",""
"87836","2021-01-12 07:50:17","3","55","<feature-selection><random-forest><linear-regression><decision-trees><cross-validation>","0",""
"87837","2021-01-12 08:05:30","1","23","<nlp><text-generation>","1",""
"87840","2021-01-12 10:03:25","1","1116","<r><metadata>","0",""
"87841","2021-01-12 10:09:55","6","908","<tensorflow><data-science-model>","1",""
"87844","2021-01-12 10:40:05","0","28","<neural-network><keras><class-imbalance><multiclass-classification>","0",""
"87845","2021-01-12 11:12:45","1","108","<visualization><optimization><bayesian>","1",""
"87847","2021-01-12 11:33:54","1","14","<machine-learning><python><deep-learning>","0",""
"87848","2021-01-12 11:41:52","1","29","<regression><correlation>","0","1"
"87849","2021-01-12 11:44:53","1","194","<classification>","3",""
"87850","2021-01-12 11:55:46","2","35","<dataset><clustering>","1","1"
"87851","2021-01-12 12:23:28","2","18","<classification><image-classification><machine-learning-model><image><.net>","1",""
"87853","2021-01-12 13:12:18","0","22","<python><kaggle>","1",""
"87866","2021-01-12 14:37:27","2","41","<dataset><data><image-classification><labels><annotation>","1","1"
"87870","2021-01-12 15:32:00","-1","49","<machine-learning><python><deep-learning><data-mining><data-science-model>","2","1"
"87871","2021-01-12 15:41:02","1","93","<predictive-modeling><machine-learning-model>","2",""
"87874","2021-01-12 16:42:27","0","273","<machine-learning><python><scikit-learn><feature-selection>","2",""
"87877","2021-01-12 17:21:01","1","139","<gradient-descent>","0",""
"87882","2021-01-12 19:38:51","2","104","<machine-learning><scikit-learn><clustering><predictive-modeling><feature-engineering>","3",""
"87884","2021-01-12 21:28:29","1","12","<neural-network><image-classification><ensemble-modeling>","0","1"
"87885","2021-01-12 21:30:25","1","59","<xgboost><class-imbalance>","1","1"
"87891","2021-01-12 22:27:29","1","23","<machine-learning><image-classification><image-recognition><perceptron>","0",""
"87898","2021-01-13 07:02:51","2","503","<nlp><transformer><stanford-nlp><tokenization><huggingface>","1","1"
"87901","2021-01-13 08:53:04","1","104","<variance><anova><pvalue>","0",""
"87904","2021-01-13 09:36:03","2","39","<machine-learning><deep-learning><computer-vision>","0",""
"87905","2021-01-13 10:08:50","1","177","<machine-learning><deep-learning><optimization><hyperparameter-tuning>","1",""
"87906","2021-01-13 10:10:24","8","1881","<tensorflow><nlp><transformer><attention-mechanism>","2","1"
"87911","2021-01-13 11:12:30","1","39","<python><tensorflow><text-classification><huggingface>","0",""
"87914","2021-01-13 13:58:22","0","32","<python><pandas><dataframe>","1",""
"87915","2021-01-13 14:22:45","0","28","<machine-learning><deep-learning><regression><dataset>","0",""
"87917","2021-01-13 14:43:13","2","50","<dataset><data><bigdata><tools><version-control>","0","1"
"87920","2021-01-13 15:19:17","1","40","<machine-learning><neural-network><training><overfitting>","1",""
"87926","2021-01-13 19:44:42","1","20","<machine-learning><k-nn>","0",""
"87927","2021-01-13 20:10:47","1","16","<optimization>","0",""
"87928","2021-01-13 20:36:29","5","101","<r><data-analysis><experiments>","1",""
"87930","2021-01-13 21:15:00","1","144","<classification><scikit-learn><logistic-regression><auc><roc>","0",""
"87933","2021-01-14 00:52:45","1","100","<machine-learning><classification><random-forest><class-imbalance>","3",""
"87935","2021-01-14 03:34:56","2","93","<deep-learning><regression><dimensionality-reduction><embeddings>","1",""
"87937","2021-01-14 04:18:40","0","263","<regression><feature-selection><overfitting><pearsons-correlation-coefficient><rmse>","1",""
"87940","2021-01-14 08:06:41","1","50","<nlp><data-mining>","1",""
"87943","2021-01-14 09:45:41","3","53","<python><nlp><language-model><grammar-inference>","1",""
"87948","2021-01-14 11:19:10","1","42","<outlier>","1",""
"87949","2021-01-14 12:07:23","0","71","<tensorflow><cuda>","1",""
"87951","2021-01-14 14:22:59","0","140","<machine-learning><classification><binary>","1",""
"87959","2021-01-14 15:55:34","3","1159","<nlp><word-embeddings><word2vec><similarity><softmax>","3","1"
"87960","2021-01-14 16:28:54","1","28","<deep-learning><recommender-system><evaluation><graph-neural-network><knowledge-graph>","0",""
"87961","2021-01-14 16:51:10","3","199","<machine-learning><deep-learning>","1","1"
"87962","2021-01-14 16:52:57","0","115","<python><pandas><feature-selection><feature-extraction><dataframe>","0",""
"87965","2021-01-14 17:25:28","1","44","<r><pattern-recognition>","1","1"
"87968","2021-01-14 18:14:37","0","39","<time-series><visualization><matplotlib><plotly>","2",""
"87969","2021-01-14 18:16:16","1","98","<object-detection><labelling>","0",""
"87974","2021-01-14 18:56:42","0","2437","<python><deep-learning><pytorch><gan><convolutional-neural-network>","1",""
"87979","2021-01-14 21:08:36","3","21","<visualization><data-analysis>","1",""
"87981","2021-01-14 21:55:42","3","308","<machine-learning><python><nlp><text><named-entity-recognition>","1",""
"87983","2021-01-14 22:13:15","3","49","<scikit-learn><logistic-regression><classifier>","1",""
"87987","2021-01-15 01:15:06","0","66","<decision-trees><ensemble-learning>","1",""
"87991","2021-01-15 05:21:34","1","43","<nlp><text-mining><recommender-system><word-embeddings><similarity>","1",""
"87996","2021-01-15 09:05:45","1","17","<python><semantic-similarity>","0",""
"87998","2021-01-15 10:12:31","1","34","<machine-learning><classification><image-classification><multilabel-classification><tools>","0","2"
"88001","2021-01-15 11:37:09","0","68","<machine-learning><deep-learning><time-series><predictive-modeling><statistics>","1",""
"88002","2021-01-15 13:39:35","0","77","<deep-learning><cnn><pytorch><gan>","1","1"
"88007","2021-01-15 16:00:35","-1","21","<machine-learning><machine-learning-model>","2",""
"88014","2021-01-15 17:09:23","1","40","<classification><feature-engineering><word-embeddings><text-classification><graph-neural-network>","1",""
"88019","2021-01-15 18:18:26","-1","48","<data-mining><unsupervised-learning><supervised-learning>","1",""
"88020","2021-01-15 18:19:05","1","776","<python><pandas><dataframe><csv><finance>","1",""
"88021","2021-01-15 18:39:47","1","15","<machine-learning><deep-learning><data-science-model><recommender-system><evaluation>","0","1"
"88029","2021-01-15 21:42:22","1","24","<machine-learning><feature-engineering>","0",""
"88034","2021-01-15 23:03:49","1","27","<machine-learning><classification><nlp>","1",""
"88041","2021-01-16 01:10:33","0","1206","<machine-learning><classification><nlp><sentiment-analysis>","0",""
"88042","2021-01-16 01:51:27","4","97","<decision-trees><bayesian>","1","0"
"88043","2021-01-16 02:14:16","0","97","<python><correlation>","1",""
"88044","2021-01-16 03:50:30","0","19","<neural-network><deep-learning><gradient-descent><mini-batch-gradient-descent>","1",""
"88045","2021-01-16 03:54:39","1","144","<xgboost><hyperparameter-tuning><hyperparameter><boosting>","0",""
"88046","2021-01-16 07:54:34","0","22","<dataset><databases>","0",""
"88047","2021-01-16 08:17:03","1","44","<pytorch><gradient-descent><graph-neural-network><pytorch-geometric>","0",""
"88048","2021-01-16 09:17:37","0","30","<machine-learning><deep-learning><clustering><unsupervised-learning><dimensionality-reduction>","0",""
"88057","2021-01-16 14:50:11","0","19","<sampling><labelling>","0",""
"88058","2021-01-16 15:04:08","-1","44","<scikit-learn><python-3.x>","1",""
"88059","2021-01-16 15:27:50","1","76","<computer-vision><convolution><object-detection>","0",""
"88061","2021-01-16 16:19:48","3","1012","<gradient-descent><learning-rate><gradient>","3",""
"88062","2021-01-16 16:29:11","1","20","<neural-network><convolution><parameter><efficiency>","0","1"
"88067","2021-01-16 18:32:40","1","25","<machine-learning><deep-learning><cnn>","1",""
"88068","2021-01-16 18:33:09","2","15","<deep-learning><image-classification>","1",""
"88069","2021-01-16 19:04:53","2","518","<python><classification><scikit-learn><logistic-regression><statsmodels>","0","1"
"88072","2021-01-16 21:00:52","1","42","<nlp><transformer><attention-mechanism>","0",""
"88077","2021-01-17 03:46:07","2","18","<pattern-recognition>","1",""
"88080","2021-01-17 07:18:05","0","31","<data><data-cleaning><visualization><data-science-model><descriptive-statistics>","0",""
"88081","2021-01-17 08:38:14","1","437","<python><scikit-learn><logistic-regression><statsmodels><interpretation>","1",""
"88085","2021-01-17 13:38:30","0","24","<machine-learning><regression><dataset><cnn><data-augmentation>","0",""
"88087","2021-01-17 14:44:47","0","24","<nlp><tfidf><automatic-summarization>","0",""
"88088","2021-01-17 15:11:31","1","35","<pandas><sampling><distribution><descriptive-statistics>","1",""
"88090","2021-01-17 16:48:14","1","32","<neural-network><deep-learning><rnn>","0",""
"88092","2021-01-17 17:05:41","1","40","<missing-data><hypothesis-testing>","1",""
"88093","2021-01-17 17:29:09","2","153","<logistic-regression><scoring>","1","1"
"88097","2021-01-17 20:04:01","1","182","<neural-network><nlp><transformer>","1",""
"88121","2021-01-18 04:50:32","0","205","<python><scikit-learn><predictive-modeling><preprocessing><data-imputation>","0",""
"88122","2021-01-18 05:05:48","1","329","<machine-learning><python><scikit-learn><preprocessing><data-imputation>","1",""
"88124","2021-01-18 06:26:10","1","40","<python><spacy>","1",""
"88132","2021-01-18 11:40:26","0","230","<deep-learning><tensorflow><python-3.x>","1",""
"88135","2021-01-18 12:44:17","2","70","<machine-learning><time-series><statistics><feature-selection><feature-extraction>","1",""
"88142","2021-01-18 15:37:16","0","16","<image-classification>","1",""
"88143","2021-01-18 15:58:02","2","163","<python><classification><svm>","2",""
"88146","2021-01-18 16:15:24","0","52","<xgboost><loss-function><hyperparameter>","3",""
"88148","2021-01-18 16:25:20","0","21","<research><graph-neural-network>","2",""
"88161","2021-01-18 21:13:41","2","372","<classification><machine-learning-model><preprocessing><correlation>","1",""
"88162","2021-01-18 21:19:17","2","61","<machine-learning><neural-network><deep-learning><feature-engineering><feature-extraction>","1",""
"88164","2021-01-18 21:25:36","3","163","<machine-learning><machine-learning-model><model-selection><auc><roc>","1",""
"88165","2021-01-18 21:53:54","2","880","<preprocessing><yolo>","1",""
"88167","2021-01-18 23:15:46","1","124","<python><keras><tensorflow><object-detection><faster-rcnn>","0",""
"88168","2021-01-18 23:34:29","1","158","<machine-learning><deep-learning><classification><keras><cnn>","2","1"
"88170","2021-01-19 01:52:59","3","339","<classification><svm><supervised-learning><k-nn>","2","1"
"88175","2021-01-19 07:27:15","0","350","<deep-learning><keras><tensorflow>","1",""
"88177","2021-01-19 07:53:36","1","20","<machine-learning><python><tensorflow><nlp>","0",""
"88185","2021-01-19 10:57:26","0","50","<correlation><distance><sparse><spearmans-rank-correlation>","1",""
"88186","2021-01-19 11:11:36","0","32","<machine-learning><python><deep-learning><python-3.x>","1",""
"88187","2021-01-19 11:34:22","1","54","<keras><tensorflow><regression><metric>","1",""
"88190","2021-01-19 13:36:04","1","97","<python><visualization><matplotlib>","4",""
"88198","2021-01-19 17:59:42","2","1564","<python><tensorflow><object-detection>","0",""
"88201","2021-01-19 21:38:23","0","43","<python><javascript>","1",""
"88203","2021-01-19 22:44:32","3","241","<cnn><batch-normalization>","1",""
"88206","2021-01-19 23:43:35","-1","32","<scikit-learn><dataset><training>","1",""
"88207","2021-01-19 23:46:40","2","281","<python><classification><random-forest>","2",""
"88209","2021-01-20 01:41:52","1","21","<orange><api>","0",""
"88210","2021-01-20 02:01:40","2","36","<neural-network><classification><scikit-learn>","1",""
"88218","2021-01-20 09:50:05","-1","90","<lstm><random-forest>","2",""
"88220","2021-01-20 10:34:09","1","306","<scikit-learn><linear-regression><regularization><elastic-net>","0",""
"88222","2021-01-20 10:58:43","2","60","<dataset><feature-selection><object-detection><validation>","1","1"
"88223","2021-01-20 11:19:39","0","492","<neural-network><deep-learning><cnn>","2","1"
"88238","2021-01-20 15:09:46","2","366","<python><deep-learning><tensorflow><object-detection>","0",""
"88239","2021-01-20 15:19:49","1","19","<visualization><matplotlib><historgram>","0",""
"88242","2021-01-20 15:56:22","4","70","<machine-learning><statistics><feature-engineering>","2","1"
"88244","2021-01-20 16:35:15","0","22","<neural-network><keras><python-3.x><genetic-programming>","1",""
"88245","2021-01-20 16:44:01","0","141","<python><neural-network><dataset>","1",""
"88248","2021-01-20 17:59:42","4","397","<machine-learning><deep-learning>","3","1"
"88249","2021-01-20 18:05:53","0","304","<machine-learning><neural-network><deep-learning><cnn><feature-extraction>","0",""
"88259","2021-01-20 20:55:53","0","23","<time-series><lstm><forecasting>","1",""
"88267","2021-01-20 22:38:25","2","323","<keras><dataset><cnn><image-classification><data-augmentation>","2",""
"88268","2021-01-20 22:48:43","1","187","<machine-learning><neural-network><tensorflow>","1",""
"88271","2021-01-21 02:33:31","1","29","<ranking><descriptive-statistics><experiments><interpretation>","0",""
"88272","2021-01-21 04:33:06","2","28","<machine-learning>","0",""
"88275","2021-01-21 07:26:13","0","34","<machine-learning><classification><k-nn><lda>","1",""
"88277","2021-01-21 08:14:48","1","67","<python><keras><reinforcement-learning><keras-rl>","0",""
"88278","2021-01-21 08:40:24","0","20","<time-series><dataset><anomaly-detection><labels><labelling>","1",""
"88282","2021-01-21 10:00:44","2","66","<machine-learning><neural-network><r><h2o>","0",""
"88285","2021-01-21 11:40:58","2","295","<keras><lstm><binary>","0",""
"88286","2021-01-21 12:25:01","1","188","<machine-learning><clustering><feature-engineering><unsupervised-learning><doc2vec>","1",""
"88287","2021-01-21 13:02:24","0","55","<deep-learning>","1",""
"88288","2021-01-21 13:26:00","0","690","<python><nlp><topic-model><gensim>","1",""
"88289","2021-01-21 13:33:46","1","20","<machine-learning><neural-network><image-classification><computer-vision><noise>","0",""
"88292","2021-01-21 14:29:44","5","140","<hypothesis-testing>","1","1"
"88297","2021-01-21 17:20:32","1","62","<neural-network><deep-learning><information-theory>","1",""
"88298","2021-01-21 17:49:45","3","306","<python><classification><class-imbalance><imbalanced-learn>","1",""
"88300","2021-01-21 18:27:21","1","414","<machine-learning><training><class-imbalance><accuracy><multilabel-classification>","1",""
"88301","2021-01-21 18:33:05","1","44","<classification><confusion-matrix>","1","1"
"88310","2021-01-21 22:36:08","1","29","<machine-learning><classification><statistics><feature-selection>","0","1"
"88322","2021-01-22 06:55:04","2","85","<statistics><linear-regression>","2",""
"88325","2021-01-22 09:34:28","1","109","<deep-learning><cnn><image-segmentation><vgg16>","1",""
"88326","2021-01-22 10:03:52","0","222","<nlp><openai-gpt><pretraining>","1","1"
"88330","2021-01-22 11:45:58","0","264","<machine-learning><nlp><transformer><attention-mechanism>","1","1"
"88331","2021-01-22 12:04:58","1","316","<computer-vision><matplotlib>","1",""
"88335","2021-01-22 13:01:03","1","722","<python><keras><tensorflow>","2",""
"88336","2021-01-22 13:02:07","2","533","<python><pandas><statistics><outlier>","2",""
"88337","2021-01-22 13:09:59","1","33","<nlp><ngrams>","1",""
"88344","2021-01-22 16:03:47","1","15","<machine-learning><computer-vision>","0",""
"88346","2021-01-22 16:08:43","4","142","<python><pandas><class-imbalance><missing-data><smote>","1","1"
"88348","2021-01-22 16:17:48","1","433","<machine-learning><classification><svm><bert>","1",""
