Id,CreationDate,Score,ViewCount,Tags,AnswerCount,FavoriteCount
"176","2014-05-21 05:29:36","12","4534","<social-network-analysis><time-series><javascript><visualization>","3","5"
"82217","2020-09-25 12:28:16","2","1538","<machine-learning><classification><scikit-learn><decision-trees>","2",""
"82224","2020-09-25 16:23:40","1","635","<xgboost><loss-function><evaluation><mse>","1","1"
"82226","2020-09-25 17:56:41","2","1815","<pandas><correlation>","1",""
"82228","2020-09-25 18:06:16","2","864","<keras><tensorflow><autoencoder>","1",""
"82233","2020-09-25 20:28:10","1","20","<machine-learning><data><recommender-system><google-cloud><google-bigquery>","0","1"
"82236","2020-09-26 00:59:07","3","1344","<machine-learning><neural-network><deep-learning><regression><linear-regression>","1","1"
"82238","2020-09-26 03:23:04","0","40","<machine-learning><python><data-analysis>","0",""
"82240","2020-09-26 04:23:19","0","722","<machine-learning><deep-learning><optimization><gradient-descent>","1",""
"82245","2020-09-26 06:04:30","0","488","<nlp>","1",""
"82250","2020-09-26 08:00:54","-1","1958","<time-series><pandas><predictive-modeling><linear-regression>","3","1"
"82251","2020-09-26 08:27:52","1","1617","<tensorflow>","0",""
"82255","2020-09-26 10:20:38","1","15","<neural-network><time-series><regression><data><sequence>","0",""
"82257","2020-09-26 12:04:20","1","41","<machine-learning><deep-learning><time-series><regression>","0",""
"82258","2020-09-26 12:13:04","-2","18","<numpy>","1",""
"82275","2020-09-26 19:02:55","2","62","<pac-learning>","1",""
"82277","2020-09-26 20:38:42","-1","57","<neural-network><classification><data><embeddings>","1",""
"82285","2020-09-27 05:43:50","0","160","<python><neural-network><tensorflow><regression>","1",""
"82289","2020-09-27 10:03:27","-2","29","<machine-learning><classification><multilabel-classification>","1",""
"55960","2019-07-18 21:43:46","1","20","<python><deep-learning><keras><time-series><lstm>","0","1"
"55961","2019-07-18 21:48:37","0","54","<python><dataset><pandas><dataframe>","1","1"
"55962","2019-07-18 21:56:56","3","4094","<neural-network><loss-function><probability><pytorch><softmax>","1","1"
"55963","2019-07-18 21:57:44","2","6685","<python><deep-learning><keras><cnn><image-classification>","3","1"
"55969","2019-07-19 02:11:00","1","67","<feature-selection><feature-engineering><correlation><matlab>","1","2"
"55972","2019-07-19 04:37:08","0","30","<neural-network><gan><generative-models>","1",""
"55980","2019-07-19 08:05:35","1","74","<python><keras><time-series><lstm><forecasting>","0",""
"55982","2019-07-19 08:11:19","0","4633","<machine-learning><python><pandas><lstm>","0",""
"55984","2019-07-19 08:34:35","7","169","<machine-learning><evaluation><explainable-ai>","1","4"
"55988","2019-07-19 09:35:44","0","2696","<machine-learning><python><scikit-learn><feature-selection><random-forest>","1",""
"55990","2019-07-19 09:53:13","1","34","<neural-network><regression><pytorch>","1",""
"55991","2019-07-19 10:10:22","22","22509","<machine-learning><deep-learning><training>","5","7"
"55994","2019-07-19 10:55:04","0","700","<machine-learning><deep-learning><tensorflow><object-detection><faster-rcnn>","1",""
"56000","2019-07-19 12:35:37","1","469","<tensorflow>","0",""
"56002","2019-07-19 13:47:30","1","21","<computer-vision><convolution><faster-rcnn>","1",""
"56003","2019-07-19 13:54:29","0","236","<machine-learning><python><time-series><prediction>","1",""
"56006","2019-07-19 14:09:49","0","16","<dataset><regression><statistics><data><bigdata>","1",""
"56012","2019-07-19 14:29:01","2","108","<machine-learning><explainable-ai>","2","1"
"56013","2019-07-19 14:30:16","1","2335","<machine-learning><python><scikit-learn><decision-trees>","2","1"
"56014","2019-07-19 14:31:04","0","2246","<machine-learning><nlp><spacy>","1",""
"56016","2019-07-19 14:52:35","1","139","<python><data><data-analysis><interpolation>","0",""
"56017","2019-07-19 14:58:50","-1","35","<data>","1",""
"56021","2019-07-19 16:35:33","1","140","<keras><gpu>","1",""
"56030","2019-07-19 19:30:16","1","288","<machine-learning><classification><data><class-imbalance>","0",""
"28213","2018-02-22 23:08:01","5","4107","<neural-network><keras><tensorflow><sampling>","1","2"
"28214","2018-02-22 23:16:25","1","44","<python><neural-network><activation-function><implementation><bioinformatics>","0",""
"28220","2018-02-23 05:58:27","1","317","<machine-learning><data-mining><statistics><algorithms>","2",""
"28221","2018-02-23 06:23:27","-3","7626","<pandas><dataframe>","2",""
"28227","2018-02-23 08:51:12","6","9194","<classification><dataset><unsupervised-learning><supervised-learning><class-imbalance>","2","2"
"28231","2018-02-23 11:42:51","1","585","<python><neural-network><deep-learning><similarity>","1",""
"28232","2018-02-23 14:30:41","4","5998","<python><orange>","3",""
"28236","2018-02-23 15:42:34","2","33","<deep-learning><tensorflow><computer-vision><open-source><object-detection>","0","1"
"28237","2018-02-23 16:05:18","1","38","<deep-learning><nlp><keras>","0",""
"28239","2018-02-23 17:40:26","0","1718","<machine-learning><python><scikit-learn>","2","1"
"28241","2018-02-23 18:21:19","0","1042","<deep-learning><neural-network><reinforcement-learning><computer-vision><convolutional-neural-network>","1","1"
"28244","2018-02-23 22:13:30","2","2067","<machine-learning><neural-network><deep-learning><classification><cnn>","1",""
"28247","2018-02-23 23:39:16","1","73","<machine-learning><neural-network><game>","1",""
"28249","2018-02-24 03:22:37","6","670","<machine-learning><deep-learning><feature-selection><feature-engineering><computer-vision>","2",""
"28251","2018-02-24 03:53:04","1","268","<machine-learning><decision-trees><accuracy><azure-ml>","1",""
"28252","2018-02-24 04:14:29","6","13089","<keras><prediction><preprocessing><transfer-learning><vgg16>","2","2"
"28253","2018-02-24 05:25:52","2","2148","<word2vec><lstm><word-embeddings><word>","1","2"
"28255","2018-02-24 07:36:45","6","6133","<generative-models>","3",""
"28259","2018-02-24 11:26:34","3","983","<machine-learning><neural-network><predictive-modeling>","1","1"
"28269","2018-02-24 20:00:00","1","103","<machine-learning><python><nlp>","0",""
"28270","2018-02-24 20:17:50","1","23","<statistics><parameter-estimation><distribution>","1",""
"28272","2018-02-24 21:03:18","3","1410","<deep-learning><rnn><lstm>","1","3"
"28274","2018-02-25 05:28:09","1","206","<logistic-regression><regularization><bayesian>","1","2"
"28275","2018-02-25 05:32:57","1","109","<dataset><feature-selection><data-cleaning><feature-extraction><excel>","1",""
"28277","2018-02-25 06:25:18","0","1822","<machine-learning><dataset><pandas><numpy>","1",""
"28282","2018-02-25 09:43:26","5","4364","<machine-learning><neural-network><deep-learning><classification><scikit-learn>","2","4"
"28285","2018-02-25 14:02:12","4","10895","<classification><r><xgboost><multilabel-classification><class-imbalance>","1",""
"184","2014-05-21 11:22:34","9","516","<tools>","3",""
"186","2014-05-21 15:12:18","9","329","<svm><classification><binary>","1","1"
"189","2014-05-21 19:41:19","4","979","<r><open-source><parallel><optimization>","1",""
"191","2014-05-22 13:36:24","8","1114","<neural-network>","2","1"
"192","2014-05-22 15:15:41","8","509","<usecase><consumerweb>","3","1"
"196","2014-05-22 21:47:26","13","7265","<machine-learning><classification>","4","2"
"199","2014-05-23 06:25:50","24","31037","<topic-model><lda><parameter>","2","13"
"205","2014-05-23 19:45:54","12","1652","<parallel><clustering><aws>","3","1"
"209","2014-05-25 13:57:52","10","1382","<recommender-system>","1","3"
"211","2014-05-27 10:41:33","9","4578","<bigdata><machine-learning><databases><clustering><data-mining>","3","2"
"215","2014-05-27 21:07:48","16","1035","<machine-learning><python><pandas><scikit-learn>","2","4"
"218","2014-05-29 13:08:09","3","1681","<python><pandas>","2",""
"223","2014-05-29 20:11:16","22","3548","<nlp><metadata><data-cleaning><text-mining>","5","4"
"224","2014-05-31 14:28:42","4","309","<machine-translation>","2","1"
"227","2014-06-01 10:25:51","12","7129","<bigdata><efficiency><apache-hadoop><distributed>","2","3"
"228","2014-06-01 12:51:25","8","72","<bigdata><apache-hadoop>","1",""
"231","2014-06-05 09:00:27","10","5525","<classification><confusion-matrix><accuracy>","2","3"
"234","2014-06-09 04:43:03","5","457","<knowledge-base>","5",""
"235","2014-06-09 08:34:29","2","1524","<python><visualization>","5","3"
"82299","2020-09-27 12:57:52","1","110","<machine-learning><regression><random-forest><prediction>","1",""
"82301","2020-09-27 14:12:06","4","536","<machine-learning><cross-validation><unsupervised-learning><overfitting><outlier>","1","2"
"82307","2020-09-27 20:22:53","-1","100","<machine-learning><prediction><supervised-learning>","1",""
"82313","2020-09-28 08:42:20","-1","164","<machine-learning><nlp><sentiment-analysis>","2",""
"82314","2020-09-28 08:52:02","2","175","<python><time-series><dataset><automation>","1",""
"82317","2020-09-28 09:37:11","0","55","<machine-learning>","2",""
"82319","2020-09-28 09:46:49","0","56","<optimization><pytorch>","1",""
"82321","2020-09-28 10:24:47","1","20","<r><clustering><k-means><feature-scaling>","0",""
"82322","2020-09-28 10:29:43","1","23","<classification><nlp><named-entity-recognition>","1",""
"82323","2020-09-28 10:39:51","1","29","<model-selection><active-learning>","1",""
"82328","2020-09-28 11:12:45","2","55","<machine-learning><classification><nlp>","1",""
"82332","2020-09-28 13:24:33","1","21","<machine-learning><multiclass-classification><naive-bayes-classifier><geospatial>","0",""
"82337","2020-09-28 15:30:03","1","559","<regression><linear-regression>","2",""
"82340","2020-09-28 17:27:32","0","358","<time-series><regression><lstm><training>","1",""
"82345","2020-09-28 19:32:38","0","36","<classification><data-mining><svm><grid-search><gridsearchcv>","1",""
"82349","2020-09-28 21:17:16","4","308","<machine-learning><python><classification><perceptron>","1","1"
"82357","2020-09-29 11:10:04","0","96","<python><scikit-learn><cross-validation><class-imbalance>","2",""
"82359","2020-09-29 13:18:42","-3","58","<predictive-modeling><prediction>","1",""
"82360","2020-09-29 13:50:37","0","176","<python><neural-network><tensorflow><regression><dataset>","0",""
"82368","2020-09-29 16:11:25","0","34","<machine-learning><python><keras>","0",""
"82371","2020-09-29 18:33:36","2","457","<machine-learning><neural-network><deep-learning><sgd>","2","1"
"82378","2020-09-29 22:56:20","2","880","<python><classification><multiclass-classification><auc><roc>","0",""
"82380","2020-09-30 01:01:32","1","47","<machine-learning><dimensionality-reduction><variance>","1",""
"82383","2020-09-30 05:18:06","1","386","<machine-learning><gradient-descent><gradient>","1",""
"82386","2020-09-30 09:48:20","1","128","<nlp><word-embeddings><word2vec><similarity><cosine-distance>","0",""
"82387","2020-09-30 11:13:37","1","115","<machine-learning><statistics><machine-learning-model><training><linear-algebra>","1",""
"82388","2020-09-30 11:24:16","1","26","<predictive-modeling><image-classification><prediction><accuracy>","0",""
"82389","2020-09-30 12:24:21","1","53","<neural-network><overfitting>","0","1"
"82397","2020-09-30 15:10:41","1","489","<machine-learning><neural-network>","1",""
"82404","2020-09-30 19:49:28","5","43","<boosting><adaboost>","1","1"
"82405","2020-09-30 20:19:54","1","58","<rnn>","1",""
"56033","2019-07-19 19:38:11","0","90","<classification><nlp><dataset>","1",""
"56035","2019-07-19 20:17:25","0","743","<machine-learning><python><xgboost><forecasting>","1",""
"56038","2019-07-19 22:58:54","0","476","<neural-network><keras><tensorflow><cnn><gpu>","0",""
"56039","2019-07-19 23:08:56","1","124","<neural-network><deep-learning><cnn><autoencoder><hyperparameter-tuning>","0",""
"56041","2019-07-20 01:09:48","1","184","<machine-learning><gradient-descent><boosting>","0",""
"56045","2019-07-20 02:25:11","0","23","<machine-learning><deep-learning><classification>","1",""
"56047","2019-07-20 03:57:34","2","84","<classification><regression><predictive-modeling><markov>","2",""
"56049","2019-07-20 06:07:21","0","112","<deep-learning><loss-function><backpropagation><softmax>","2",""
"56050","2019-07-20 06:08:23","1","80","<logistic-regression><feature-engineering><feature-construction>","1","2"
"56053","2019-07-20 08:06:54","7","2244","<python><deep-learning><reinforcement-learning><q-learning><openai-gym>","1","2"
"56054","2019-07-20 08:58:49","1","45","<classification><data-mining>","0",""
"56056","2019-07-20 09:41:33","0","40","<dataset><statistics><bigdata><data-science-model>","1",""
"56058","2019-07-20 13:09:44","0","26","<machine-learning><boosting><ensemble>","1",""
"56062","2019-07-20 15:40:58","0","74","<machine-learning><clustering><recommender-system><k-means>","3",""
"56066","2019-07-20 17:11:32","0","42","<machine-learning><python><neural-network><autoencoder><image-preprocessing>","0",""
"56071","2019-07-20 18:55:06","1","273","<machine-learning><nlp><word2vec>","2",""
"56077","2019-07-20 22:03:38","1","122","<machine-learning><python><feature-selection><random-forest><kaggle>","1","1"
"56081","2019-07-21 04:01:11","0","22","<machine-learning><deep-learning><statistics><metric><bayesian>","1",""
"56084","2019-07-21 05:14:43","1","57","<dataset><feature-selection>","1","1"
"56087","2019-07-21 07:17:49","1","599","<neural-network><keras><cnn>","1",""
"56089","2019-07-21 10:07:22","1","1390","<python>","1",""
"56090","2019-07-21 10:15:05","3","1377","<encoding>","3","1"
"56093","2019-07-21 10:53:34","0","115","<python><clustering><geospatial>","1","1"
"56094","2019-07-21 11:35:52","3","5244","<scikit-learn><recommender-system><cosine-distance><movielens>","1",""
"56098","2019-07-21 12:16:36","1","148","<machine-learning><boosting><ensemble-learning>","1","1"
"56101","2019-07-21 12:39:44","0","172","<python><neural-network><scikit-learn><cross-validation><numpy>","1",""
"56108","2019-07-21 15:18:58","2","124","<cross-validation>","4",""
